# started on Wed Oct 18 14:25:16 2023

0.100187670,1183008,,L1-icache-load-misses,51443358,51.00,,
0.100187670,2719316,,L1-dcache-load-misses,51454040,51.00,,
0.100187670,29624,,LLC-load-misses,51454398,51.00,,
0.100187670,2283709,,LLC-store-misses,53976367,54.00,,
0.100187670,62602,,iTLB-load-misses,48002444,48.00,,
0.100187670,74289,,dTLB-load-misses,47995481,48.00,,
0.100187670,280799,,dTLB-store-misses,47998404,48.00,,
0.100187670,49999,,branch-misses,45484174,45.00,,
0.100187670,160711180,,instructions,53488935,53.00,,
0.200554757,1678346,,L1-icache-load-misses,52359828,52.00,,
0.200554757,3415667,,L1-dcache-load-misses,54526071,54.00,,
0.200554757,17978,,LLC-load-misses,58524135,58.00,,
0.200554757,2973166,,LLC-store-misses,60000559,59.00,,
0.200554757,52404,,iTLB-load-misses,47999597,47.00,,
0.200554757,92764,,dTLB-load-misses,45840895,45.00,,
0.200554757,367837,,dTLB-store-misses,41841924,41.00,,
0.200554757,64816,,branch-misses,40359875,40.00,,
0.200554757,216868421,,instructions,52360191,52.00,,
0.300847198,1868363,,L1-icache-load-misses,58170670,58.00,,
0.300847198,3428956,,L1-dcache-load-misses,59998782,59.00,,
0.300847198,13641,,LLC-load-misses,60007206,59.00,,
0.300847198,2865245,,LLC-store-misses,58130292,57.00,,
0.300847198,42439,,iTLB-load-misses,42130928,42.00,,
0.300847198,83678,,dTLB-load-misses,40294363,40.00,,
0.300847198,334952,,dTLB-store-misses,40285702,40.00,,
0.300847198,65439,,branch-misses,42152447,42.00,,
0.300847198,207910056,,instructions,54150802,53.00,,
0.401159282,2071510,,L1-icache-load-misses,59978275,59.00,,
0.401159282,3597653,,L1-dcache-load-misses,58427980,58.00,,
0.401159282,14483,,LLC-load-misses,54430534,54.00,,
0.401159282,3083668,,LLC-store-misses,52306938,52.00,,
0.401159282,46715,,iTLB-load-misses,40321248,40.00,,
0.401159282,94192,,dTLB-load-misses,41858653,41.00,,
0.401159282,376379,,dTLB-store-misses,45857427,45.00,,
0.401159282,69854,,branch-misses,47992760,47.00,,
0.401159282,224835126,,instructions,59992636,59.00,,
0.501443200,602099,,L1-icache-load-misses,54698421,54.00,,
0.501443200,14093882,,L1-dcache-load-misses,52244830,52.00,,
0.501443200,77577,,LLC-load-misses,52239689,52.00,,
0.501443200,10945172,,LLC-store-misses,52264245,52.00,,
0.501443200,14904,,iTLB-load-misses,45533739,45.00,,
0.501443200,57447,,dTLB-load-misses,48001028,47.00,,
0.501443200,261648,,dTLB-store-misses,48005240,47.00,,
0.501443200,844643,,branch-misses,47979475,47.00,,
0.501443200,236504122,,instructions,58703226,58.00,,
0.601687584,522868,,L1-icache-load-misses,52246320,52.00,,
0.601687584,1342896,,L1-dcache-load-misses,52247351,52.00,,
0.601687584,170658,,LLC-load-misses,53286329,53.00,,
0.601687584,661,,LLC-store-misses,57286942,57.00,,
0.601687584,2021,,iTLB-load-misses,48000063,47.00,,
0.601687584,77588,,dTLB-load-misses,47998976,47.00,,
0.601687584,296,,dTLB-store-misses,46965372,46.00,,
0.601687584,2584373,,branch-misses,42964650,42.00,,
0.601687584,482710862,,instructions,52242175,52.00,,
0.701965701,526941,,L1-icache-load-misses,53045749,52.00,,
0.701965701,1380078,,L1-dcache-load-misses,57044390,56.00,,
0.701965701,146327,,LLC-load-misses,59999942,59.00,,
0.701965701,456,,LLC-store-misses,60000770,59.00,,
0.701965701,1793,,iTLB-load-misses,47238878,47.00,,
0.701965701,83407,,dTLB-load-misses,43239619,43.00,,
0.701965701,306,,dTLB-store-misses,40278622,40.00,,
0.701965701,2680746,,branch-misses,40277852,40.00,,
0.701965701,487119113,,instructions,52278541,52.00,,
0.802210787,553157,,L1-icache-load-misses,60000406,59.00,,
0.802210787,1408948,,L1-dcache-load-misses,60045526,59.00,,
0.802210787,147806,,LLC-load-misses,59481492,59.00,,
0.802210787,556,,LLC-store-misses,55484253,55.00,,
0.802210787,1935,,iTLB-load-misses,40247005,40.00,,
0.802210787,80209,,dTLB-load-misses,40201576,40.00,,
0.802210787,295,,dTLB-store-misses,40754939,40.00,,
0.802210787,2969191,,branch-misses,44752573,44.00,,
0.802210787,503923727,,instructions,56749687,56.00,,
0.902451931,541143,,L1-icache-load-misses,59718967,59.00,,
0.902451931,1321993,,L1-dcache-load-misses,55722463,55.00,,
0.902451931,148394,,LLC-load-misses,52244289,52.00,,
0.902451931,1181,,LLC-store-misses,52244195,52.00,,
0.902451931,1947,,iTLB-load-misses,40513005,40.00,,
0.902451931,79763,,dTLB-load-misses,44510701,44.00,,
0.902451931,244,,dTLB-store-misses,47999628,47.00,,
0.902451931,2734134,,branch-misses,47999491,47.00,,
0.902451931,484787303,,instructions,59999872,59.00,,
1.002686761,521061,,L1-icache-load-misses,52234107,52.00,,
1.002686761,1438635,,L1-dcache-load-misses,52235016,52.00,,
1.002686761,135864,,LLC-load-misses,52235341,52.00,,
1.002686761,128,,LLC-store-misses,52271991,52.00,,
1.002686761,1766,,iTLB-load-misses,48000447,47.00,,
1.002686761,88008,,dTLB-load-misses,47999795,47.00,,
1.002686761,263,,dTLB-store-misses,47999663,47.00,,
1.002686761,3114024,,branch-misses,47974992,47.00,,
1.002686761,508360304,,instructions,55978181,55.00,,
1.102980126,687620,,L1-icache-load-misses,52294113,52.00,,
1.102980126,1462960,,L1-dcache-load-misses,52293179,52.00,,
1.102980126,135374,,LLC-load-misses,56040031,55.00,,
1.102980126,641,,LLC-store-misses,60000585,59.00,,
1.102980126,2248,,iTLB-load-misses,47999650,47.00,,
1.102980126,82756,,dTLB-load-misses,48000013,47.00,,
1.102980126,371,,dTLB-store-misses,44258345,44.00,,
